"artists","avg_popularity","avg_duration_ms","avg_danceability","avg_energy","avg_key","avg_loudness","avg_mode","avg_speechiness","avg_acousticness","avg_instrumentalness","avg_liveness","avg_valence","avg_tempo","avg_time_signature"
"Estelares",45.25,245264.5,0.66325,0.75025,7.25,-5.717,0.5,0.029475,0.047763,2.68e-06,0.213875,0.689,128.7475,4
"Estelle;Kanye West",78,284733,0.727,0.729,0,-2.99,1,0.326,0.171,0,0.07,0.512,117.932,4
"Esteman",0,221155.333333333,0.789,0.651,4.66666666666667,-6.871,0.666666666666667,0.056,0.165666666666667,0.00119,0.105533333333333,0.740333333333333,124.992666666667,4
"Esteman;Paula Pera y el fin de los Tiempos",0,263586,0.639,0.609,2,-7.727,1,0.0316,0.0715,0.000121,0.101,0.378,108.493,4
"Esterly;Austin Jenckes",50,204146,0.534666666666667,0.590333333333333,7.33333333333333,-6.931,0.333333333333333,0.0503,0.229366666666667,2.76e-06,0.109133333333333,0.335,95.3753333333333,4
"Esther Dutch",59,160009,0.404,0.0384,7,-30.272,1,0.0416,0.996,0.942,0.0952,0.385,97.428,4
"Esther Marcos",41,278186,0.556,0.382,2,-9.261,1,0.0276,0.546,7.68e-05,0.0919,0.166,144.885,4
"Esther Marcos;Marcelo Markes",46,308946,0.549,0.326,11,-9.176,1,0.0282,0.693,7.09e-06,0.181,0.339,144.894,4
"Esther Marcos;ONE Service",40,278268,0.427,0.68,0,-6.992,1,0.0321,0.57,0.000632,0.128,0.183,140.141,4
"Esthero",19.6,243053,0.6674,0.6358,4.4,-9.831,0,0.0441,0.082694,0.37246,0.1184,0.543,113.2964,4
"Estiva",18.75,284084,0.6485,0.8285,10.5,-8.1405,0,0.049,0.0256,0.892,0.1301,0.157,123.319,4
"Estopa",55.3571428571429,198406.285714286,0.643214285714286,0.771071428571429,6.07142857142857,-7.589,0.5,0.0811285714285714,0.305,0.000143352857142857,0.227514285714286,0.787928571428571,105.636642857143,4
"Estopa;Fito y Fitipaldis",63,229832,0.682,0.846,0,-5.119,1,0.0525,0.018,0,0.0957,0.423,129.993,4
"Estopa;Rosario",29,204219.5,0.701,0.814,0,-5.4495,0,0.0388,0.6705,1.5055e-05,0.266,0.8135,129.9425,4
"Estudio Hermoso",21,369000,0.109,0.187,0,-20.388,0,0.0354,0.933,0.979,0.162,0.0318,92.223,5
"Eterna Inocencia",33.2,223797.333333333,0.4078,0.9044,5.53333333333333,-4.3938,0.533333333333333,0.06982,0.00622126666666667,0.0512376653333333,0.185526666666667,0.423533333333333,148.142333333333,4
"Eterna Inocencia;Bernabe Cantlon",31,205134,0.491,0.909,9,-4.188,0,0.0534,0.00183,0,0.025,0.499,150.037,4
"Eterna Inocencia;Marina Fages",35,287132,0.567,0.726,1,-6.209,0,0.0267,0.00486,0.00154,0.0689,0.442,129.999,4
"Eternal Griefs",0,440952.833333333,0.231816666666667,0.750166666666667,5.5,-11.1748333333333,0.666666666666667,0.06685,0.0272678,0.775833333333333,0.14895,0.183416666666667,133.752666666667,4
"Eternal Helcaraxe",17,339626,0.331,0.838,5,-7.88,0,0.0557,1.71e-06,0.768,0.093,0.25,119.829,3
"Eternate;Adronity;TNYA",0,204639,0.477,0.807,8,-4.386,0,0.0458,0.000337,0,0.155,0.359,154.941,4
"Eternate;DEATH CODE;Drean",10.5,255843,0.453,0.778,1,-5.626,0,0.0367,0.00033,0,0.122,0.133,159.676,4
"Eternate;Miriam Romeyn",41,235548,0.484,0.95,10,-4.977,0,0.0945,0.00106,3.36e-06,0.344,0.169,154.935,4
"Ethan Beckett",65,145610,0.144,0.0142,7,-36.019,1,0.0471,0.938,0.699,0.101,0.0332,138.625,4
"Ethan Dufault",49.5,195705.5,0.65325,0.54175,5.5,-7.68,0.75,0.04385,0.26667,1.004e-05,0.15355,0.38,123.06825,4
"Ethan Loukas",39,193876,0.748,0.428,6,-7.019,1,0.0314,0.542,0,0.0994,0.565,115.067,4
"Ethan Loukas;Janine Teñoso",29,246644,0.663,0.239,9,-9.517,1,0.0308,0.827,0,0.109,0.488,83.102,4
"Ethan Ross;Max Volante",50,78095,0.728,0.862,9,-8.207,1,0.0443,0.324,0.00438,0.122,0.403,126.006,4
"Ethanol Blend",27,190353,0.486333333333333,0.534,2,-11.0226666666667,1,0.0335666666666667,0.0949933333333333,0.0781666666666667,0.124,0.557666666666667,121.02,4
"Etherwood",41.3333333333333,276559.666666667,0.530333333333333,0.607333333333333,1.66666666666667,-8.96466666666667,0.666666666666667,0.0401,0.205883333333333,0.650333333333333,0.2116,0.0701,151.676,3.66666666666667
"Etherwood;Georgia Yates;Bev Lee Harling",16,270171,0.535,0.827,10,-4.017,0,0.0369,0.00438,0.47,0.0863,0.0363,175.029,4
"Etherwood;Hybrid Minds;Mitekiss",17,268965,0.628,0.806,5,-5.636,0,0.0864,0.175,0.148,0.205,0.512,173.991,4
"Etherwood;Royalston",18,344499,0.244,0.913,7,-3.689,1,0.0456,0.00178,0.769,0.109,0.0841,169.971,4
"Étienne Daho",24.7777777777778,232323.333333333,0.533555555555556,0.642,7.44444444444444,-7.90211111111111,0.666666666666667,0.0314333333333333,0.127786666666667,0.110580444444444,0.253377777777778,0.4312,112.139555555556,4
"Étienne Daho;Italoconnection",32,165386,0.706,0.766,7,-6.055,0,0.0792,0.00513,0.0192,0.199,0.661,101.999,4
"Etta James",28.6,184371.6,0.2985,0.3434,5.5,-8.6094,0.75,0.029475,0.7043,0.002144255,0.254,0.38795,130.86355,3.25
"Etta Jones",0,228733,0.501,0.105,0,-14.701,1,0.0368,0.969,0.00364,0.106,0.152,136.885,5
"Eu Nice",60,139777,0.385,0.0251,9,-27.255,1,0.0508,0.992,0.942,0.106,0.238,63.828,5
"Eudóxia De Barros",27,146120,0.427,0.314,5,-16.865,1,0.0367,0.96,0.895,0.096,0.928,105.85,4
"Euforquestra;Alan Evans",18,301346,0.735,0.721,10,-6.701,0,0.0557,0.271,0.000204,0.325,0.792,93,4
"Euforquestra;Kyle Hollingsworth",19,306200,0.717,0.777,5,-4.229,1,0.0744,0.239,0.725,0.162,0.792,101.941,4
"Eugene Goh",39,141312,0.405,0.134,7,-22.188,1,0.0419,0.98,0.931,0.11,0.129,112.285,4
"Eugene Mirman",22.5,297173,0.56875,0.93675,1.75,-5.388,1,0.88025,0.771,0,0.83725,0.36325,95.32825,3.75
"Eugy",50,166322,0.766,0.622,11,-7.48,1,0.359,0.317,0.00798,0.0849,0.426,187.936,4
"Eugy;Mr Eazi",21,196057.666666667,0.788,0.381,9.66666666666667,-12.3866666666667,0,0.188333333333333,0.337333333333333,0.000384,0.545666666666667,0.451,102.286,4
"Eulogy",28.8571428571429,275993.714285714,0.398571428571429,0.836428571428571,7.28571428571429,-7.74342857142857,0.714285714285714,0.0499857142857143,0.00719971428571429,0.327211428571429,0.418142857142857,0.304285714285714,120.133714285714,4
"Euloria",64.5,224487,0.19,0.00208,4.5,-36.3505,1,0.04015,0.9945,0.8785,0.0988,0.0883,70.627,4
"Euphony;Al Storm;Vicky Fee",24,311268,0.514,0.969,7,-2.455,1,0.075,0.000119,0.0691,0.0194,0.07,174.009,4
"Euromasters",20.6666666666667,139735.666666667,0.491333333333333,0.845333333333333,8.33333333333333,-9.01933333333333,1,0.1657,0.0149393333333333,0.57871,0.323333333333333,0.365,138.85,4
"Europe",64.7692307692308,291574.538461538,0.508076923076923,0.767153846153846,6.23076923076923,-6.65292307692308,0.384615384615385,0.0451230769230769,0.0544984615384615,0.000856560769230769,0.221784615384615,0.289461538461538,117.466615384615,4
"Eurythmics;Annie Lennox;Dave Stewart",41.7647058823529,259339.294117647,0.632235294117647,0.739647058823529,4,-7.66305882352941,0.764705882352941,0.0392823529411765,0.141945294117647,0.00133492764705882,0.234041176470588,0.665235294117647,123.340882352941,4
"Eurythmics;Annie Lennox;Dave Stewart;Aretha Franklin",24,294173,0.656,0.91,0,-5.784,0,0.0428,0.0236,0,0.162,0.959,136.228,4
"Euskefeurat",42,335866,0.423,0.265,2,-20.454,1,0.2,0.814,0,0.917,0.655,95.594,4
"Eva Dahlgren",36,241186,0.509666666666667,0.509,2.66666666666667,-10.895,0.666666666666667,0.0418,0.342333333333333,0.00838933333333333,0.125333333333333,0.395333333333333,132.471666666667,4
"Eva Eastwood",25.5,175307.833333333,0.475666666666667,0.828833333333333,3.16666666666667,-6.40283333333333,0.833333333333333,0.0620333333333333,0.547,1.93666666666667e-06,0.2773,0.884833333333333,166.921333333333,4
"Eva Eastwood & The Major Keys",29.75,158296.25,0.4925,0.78125,4.75,-4.16175,1,0.039475,0.6725,0.000127,0.221,0.891,169.224,4
"Eva Eastwood;The Boppers",29,162500,0.644,0.716,7,-4.747,1,0.0444,0.474,4.01e-06,0.109,0.934,80.065,4
"Evan Call",46.8,151348.8,0.27,0.14116,4.8,-20.162,0.6,0.04642,0.9306,0.7648,0.11518,0.12534,101.4238,3.8
"Evan Yo",56,266920,0.561,0.424,8,-5.567,1,0.0274,0.627,0,0.0912,0.154,132.817,4
"Evanescence",13.25,224944.166666667,0.334875,0.921291666666667,4.20833333333333,-3.57070833333333,0,0.091525,0.00740583333333333,0.0007517075,0.219083333333333,0.281666666666667,171.744,4
"Eve",56,223091.269230769,0.560576923076923,0.780653846153846,6.11538461538461,-3.86803846153846,0.346153846153846,0.0573423076923077,0.0581060576923077,5.39811538461539e-05,0.147907692307692,0.602230769230769,128.080384615385,3.96153846153846
"Eve 6",33.8333333333333,209024.166666667,0.497833333333333,0.870833333333333,8.83333333333333,-6.0375,1,0.0656333333333333,0.0388216666666667,9.13333333333333e-07,0.261666666666667,0.722,158.828,4
"Eve Ai",52,313906,0.304,0.226,0,-10.707,1,0.0329,0.929,0,0.161,0.323,139.593,4
"Eve;suis from Yorushika",47.5,277072,0.642,0.655,1,-5.4435,1,0.03275,0.03225,0,0.1265,0.301,120.974,4
"Eve;Uta",58,226874,0.541,0.803,5,-4.725,1,0.033,0.0134,0,0.101,0.442,146,4
"Even As We Speak",19,112409.5,0.4775,0.588,3.5,-13.662,1,0.0372,0.2534,0.0012195,0.0648,0.802,134.413,4
"Even Massi",59,133793,0.171,0.00552,0,-34.587,1,0.0422,0.912,0.871,0.109,0.0909,73.031,3
"Even Stormoen",28,220120,0.688,0.72,9,-9.364,0,0.104,0.193,0,0.0785,0.385,121.846,4
"Ever So Blue",51.4545454545455,153034.454545455,0.372363636363636,0.0776454545454546,5.54545454545454,-26.0596363636364,1,0.0426090909090909,0.992090909090909,0.919545454545455,0.0992090909090909,0.281381818181818,124.758818181818,3.54545454545455
"Everclear",20,201720.444444444,0.503333333333333,0.936888888888889,5.77777777777778,-5.83377777777778,1,0.1126,0.0966212222222222,6.84144444444444e-05,0.414222222222222,0.473888888888889,109.068,4
"EVERGLOW",66.25,200583,0.62125,0.7805,7.75,-3.64175,0.25,0.0606,0.0123295,0.0198511125,0.129175,0.45325,131.269,4
"Every Avenue",64,219973,0.578,0.76,5,-2.307,1,0.0329,0.00188,0,0.142,0.7,127.904,4
"Every Time I Die",25.75,181339.416666667,0.307083333333333,0.956833333333333,5.25,-4.47716666666667,0.75,0.142775,0.00120994333333333,0.0036901125,0.317416666666667,0.3398,131.28775,3.83333333333333
"Everybody Loves an Outlaw",69,206879.333333333,0.531333333333333,0.512,3.33333333333333,-6.78533333333333,0.333333333333333,0.0355,0.0242533333333333,0.00918533333333333,0.353,0.328666666666667,132.604666666667,3.33333333333333
"Everything But The Girl",25.7027027027027,215739.864864865,0.575783783783784,0.500243243243243,5.62162162162162,-10.718,0.594594594594595,0.0388162162162162,0.440890540540541,0.00686245756756757,0.162559459459459,0.550540540540541,124.635405405405,3.81081081081081
"Everything But The Girl;Soul Vision",51,342893,0.807,0.884,6,-4.829,1,0.0719,0.00426,0.46,0.132,0.835,125.016,4
"Evgeny Grinko",60.75,95071.25,0.37625,0.06965,3.75,-23.67425,0,0.0418,0.983,0.7875,0.112875,0.2465,149.4315,3.5
"Evil Activities",30.6923076923077,276867.538461538,0.409307692307692,0.895153846153846,5.69230769230769,-4.65792307692308,0.692307692307692,0.147369230769231,0.0561792307692308,0.0472546153846154,0.204653846153846,0.159130769230769,145.036384615385,4
"Evil Activities;Chaosphere",22,347546,0.541,0.99,4,-8.306,1,0.108,0.00239,0.00998,0.512,0.145,156.012,4
"Evil Activities;DJ Panic",17,377362,0.446,0.979,7,-7.878,1,0.135,0.0107,0.0509,0.242,0.23,170,4
"Evil Activities;Endymion;E-Life",17,227761,0.382,0.907,4,-5.322,1,0.16,0.0652,7.01e-06,0.115,0.216,167.005,4
"Evil Activities;Furyan",19,288000,0.477,0.962,6,-3.345,0,0.0797,0.0092,0.0219,0.0778,0.186,94.986,4
"Evil Activities;Korsakoff",16,218666,0.333,0.985,6,-1.844,0,0.471,0.00447,0,0.241,0.0583,180.092,4
"Evil Activities;Sefa",39,269895,0.448,0.955,3,-5.1585,1,0.0581,0.04885,0.003275,0.151,0.07775,95.0145,4
"Evil Activities;The Viper",42.5,320053,0.475,0.959,11,-5.339,0,0.198,0.46,0.0927,0.0862,0.102,165.039,4
"Evil Darkness",27.5714285714286,123637.714285714,0.375714285714286,0.918142857142857,5.42857142857143,-9.401,0.571428571428571,0.105828571428571,0.0260857142857143,0.697028571428571,0.283,0.366014285714286,122.883,3.85714285714286
"Evil Nine",36.5,302686,0.656,0.8245,2.5,-5.3965,0.5,0.03345,0.003524,0.51,0.4725,0.7105,131.9915,4
"Evil Nine;Emily Breeze",39,209093,0.485,0.856,11,-4.108,1,0.0741,0.000675,0.000315,0.0291,0.685,140.068,4
"Evil Nine;Toastie Taylor",42,294373,0.555,0.888,5,-5.489,0,0.0398,0.000145,0.37,0.493,0.561,131.959,4
"Evrencan Gündüz",36.25,261173,0.59725,0.402,3.25,-12.23675,0.75,0.05645,0.6925,7.8e-06,0.15425,0.56025,76.41825,4
"Ewa Konstancja Bułhak",23.1111111111111,151461.777777778,0.615222222222222,0.338444444444444,6.66666666666667,-11.7732222222222,0.777777777777778,0.0692777777777778,0.773111111111111,3.48522222222222e-05,0.132766666666667,0.647666666666667,122.646888888889,3.77777777777778
"Ewa Prus",23,223893,0.364,0.065,9,-21.124,1,0.0391,0.944,0.000319,0.0931,0.237,109.197,3
"Ewa Prus;Julia Totoszko;Jakub Strach;Mateusz Panasiuk",22,262640,0.562,0.416,8,-11.119,1,0.129,0.818,0,0.258,0.474,117.046,4
"Ewa Prus;Wojciech Brzezinski;Inni - Mary Poppins powraca",23,265666,0.626,0.566,1,-10.693,1,0.498,0.726,0,0.292,0.759,121.777,4
"Ewan J Phillips;Marley Chapman",49,218231,0.396,0.315,1,-11.801,0,0.0346,0.879,0.0603,0.0953,0.081,99.432,3
"Ewan McVicar",67,249678,0.812,0.796,8,-10.548,1,0.0356,0.00826,0.921,0.365,0.961,125.976,4
"Ewert",28,184457,0.821,0.373,7.33333333333333,-7.41633333333333,0.666666666666667,0.0881,0.372,0.853666666666667,0.200133333333333,0.366333333333333,106.702666666667,4
"Ex Hex",22.6666666666667,226684,0.608333333333333,0.761,4.66666666666667,-5.23233333333333,0.666666666666667,0.0447666666666667,0.0729333333333333,9.73333333333333e-05,0.313666666666667,0.652,125.138,4
"Ex-Cult",26,209373,0.323,0.939,2,-5.271,1,0.0625,0.000797,0.0321,0.106,0.413,159.391,4
"Ex-Voto",21.6666666666667,274671,0.500333333333333,0.784666666666667,7.33333333333333,-10.988,0.333333333333333,0.0393333333333333,0.000811333333333333,0.636,0.243666666666667,0.438333333333333,109.138,4
"Exaltasamba",44.4230769230769,235398.166666667,0.55474358974359,0.667064102564103,6.1025641025641,-9.24375641025641,0.730769230769231,0.054025641025641,0.608269230769231,5.70974358974359e-06,0.684435897435897,0.664807692307692,130.358923076923,4
"Exaltasamba;Mr. Catra",42,228640,0.623,0.859,9,-8.124,1,0.105,0.622,0,0.879,0.731,90.01,4
"Exaltasamba;Rodriguinho",39,196053,0.669,0.837,9,-7.925,0,0.0513,0.683,0,0.933,0.922,147.998,4
"Excision",50,159162,0.398,0.928,2,-1.203,1,0.436,0.00261,0.348,0.31,0.227,149.855,4
"Excision;Akylla",49,229714,0.203,0.742,5,-2.261,0,0.0371,0.000762,0.865,0.336,0.163,139.774,4
"Excision;ILLENIUM;Shallows",47.4,295890,0.363,0.735,1,-3.857,1,0.0428,0.0014,0.000119,0.13,0.0721,145.556,4
"Excision;SLANDER;Elle Vee",51,314818,0.426,0.541,2,-4.465,0,0.0543,0.162,0,0.0806,0.203,164.247,4
"Excision;Space Laces",45.6666666666667,249356,0.399333333333333,0.908,6.33333333333333,-2.69866666666667,0.666666666666667,0.234066666666667,0.001196,0.5537,0.105,0.142666666666667,125.088666666667,3.33333333333333
"Excision;Sullivan King",46,275292.666666667,0.382,0.783333333333333,2,-2.28566666666667,0.333333333333333,0.0489333333333333,0.0271766666666667,0.00038741,0.197,0.1242,123.346666666667,4
"Excision;Wooli",58,228800,0.319,0.983,1,-0.48,1,0.38,0.0079,0.00144,0.1,0.28,75.373,4
"Excision;Wooli;Trivecta;Julianne Hope",50,218750,0.516,0.62,4,-5.894,1,0.0325,0.266,0,0.116,0.148,145.067,4
"Exciter",19.3333333333333,263069.333333333,0.271333333333333,0.904,6.33333333333333,-6.34966666666667,0.333333333333333,0.0911333333333333,1.88866666666667e-05,0.305113333333333,0.102066666666667,0.283566666666667,162.087666666667,4
"EXE ROHIT",49,312588.5,0.4865,0.474,3.5,-11.0645,0,0.13865,0.7305,0.429325,0.152,0.227,139.7075,3.5
"EXE ROHIT;Kaif Imam",42,440137,0.524,0.485,10,-10.258,1,0.0398,0.591,0,0.114,0.19,112.061,4
"Exhorder",0,368840,0.332,0.992,9,-5.571,1,0.108,3.34e-06,0.422,0.135,0.184,134.888,4
"Exhumed",14.3333333333333,179583.266666667,0.271666666666667,0.941866666666667,3.13333333333333,-6.2718,0.466666666666667,0.13808,9.08466666666667e-06,0.560591300666667,0.2436,0.1499,112.618666666667,3.66666666666667
"EXID",71,207013,0.75,0.941,8,-1.759,1,0.0609,0.0111,2.11e-06,0.228,0.867,129.978,4
"EXILE",36.7,267285,0.6146,0.7162,4.5,-5.1901,1,0.05223,0.151647,0.00033579,0.21506,0.5167,119.1865,4
"EXNUN",17,392656,0.392,0.932,1,-4.47,1,0.0708,2.48e-06,0.728,0.317,0.356,117.961,4
"EXO",68,197023.75,0.673,0.7475,2.75,-4.57425,0.5,0.0647,0.03275,1.2025e-05,0.144175,0.516,144.2425,4
"Exodus",42.4,321402.4,0.335,0.9638,6.8,-4.4206,0.6,0.1208,0.001454618,0.5252,0.19464,0.424,103.253,4
"Exproz",25,148503,0.426,0.996,11,-2.64,0,0.405,0.0479,0.000198,0.352,0.177,159.645,4
"Expulsados",36,216573,0.323,0.946,9,-3.04,1,0.0606,0.000476,0.00914,0.0883,0.504,164.932,4
"Expurgo",11,90958,0.249,0.989,6,-4.988,1,0.0971,0.000362,0.0135,0.323,0.0313,109.351,4
"Extazy",33,228126,0.8365,0.866,7.5,-5.6875,0,0.231,0.06442,0,0.3775,0.7895,136.5155,4
"eXterio",37,197786,0.678,0.833,1,-3.933,0,0.0431,0.0327,0,0.0691,0.63,125.176,4
"Extra Terra",41.75,219600.5,0.62975,0.9275,10.75,-4.2755,0.75,0.0553,0.00140525,0.8435,0.11625,0.154,103.9785,4
"Extra Terra;Urbanstep",38,290406,0.619,0.885,10,-4.309,1,0.0592,0.0234,0.48,0.111,0.227,100.007,4
"Extrawelt",18.4285714285714,367934,0.791142857142857,0.823285714285714,2,-8.97,0.857142857142857,0.0648285714285714,0.0322527142857143,0.895714285714286,0.112428571428571,0.0951714285714286,129.148142857143,4
"Extreme",32.75,320594,0.526,0.27975,6,-11.048375,1,0.0335375,0.3916075,0.000174295,0.11575,0.244875,126.883,4
"Extreme Music",58,255498,0.526,0.689,5,-7.733,0,0.0324,0.0214,0,0.106,0.284,72.93,4
"Extreme Noise Terror",13,113900.444444444,0.236555555555556,0.968111111111111,7.55555555555556,-5.20622222222222,0.888888888888889,0.110466666666667,0.0284937233333333,0.424317777777778,0.186155555555556,0.130588888888889,109.011555555556,3.77777777777778
"Eyci and Cody",39,251226,0.761,0.909,10,-2.928,0,0.0704,0.15,0,0.215,0.555,99.999,4
"Eydís Evensen",47.6666666666667,202037.666666667,0.2247,0.136166666666667,6.66666666666667,-21.0233333333333,0.333333333333333,0.0351666666666667,0.927666666666667,0.876666666666667,0.0887333333333333,0.109,103.286333333333,3.33333333333333
"Eyes Wide Open",26,257166,0.439,0.752,8,-8.399,0,0.071,0.00103,6.74e-06,0.06,0.424,160.083,4
"Eyla Calmes",60,165214,0.1195,0.046365,4,-34.427,0.5,0.04645,0.791,0.802,0.11145,0.057,79.3745,4
"Eyshila",45.5,367983.75,0.4445,0.514375,5,-6.629875,1,0.0299375,0.514375,7.025e-06,0.691875,0.290625,110.260125,4
"Eyshila;Fernandinho",45,352965,0.381,0.563,7,-8.896,1,0.0353,0.514,2.12e-06,0.0828,0.198,151.934,4
"Eyshila;Weslei Santos",47,242005,0.295,0.362,9,-5.63,1,0.0276,0.599,0,0.106,0.221,140.641,4
"Eza",39,120122,0.811,0.731,5,-4.085,0,0.133,0.065,0.0016,0.148,0.795,100.017,4
"Ezequiel Colón",38,209476,0.624,0.766,7,-4.849,1,0.0739,0.483,0,0.111,0.676,175.086,4
"Ezginin Günlügü",43.1666666666667,259482.166666667,0.456166666666667,0.334833333333333,3.16666666666667,-10.214,0,0.0468,0.857333333333333,0.00100833333333333,0.153833333333333,0.365333333333333,95.3448333333333,1.5
"Ezhel",69,176268,0.816,0.696,8,-6.75,0,0.153,0.201,0.000643,0.13,0.81,100.004,4
"EZI",65,158446,0.718,0.616,8,-6.598,1,0.0901,0.0741,0.00287,0.367,0.354,102.981,4
"Ezio Oliva;ADSO",28,185006,0.701,0.817,7,-4.532,1,0.124,0.098,2.99e-06,0.0983,0.817,177.913,4
"Ezitsuj",26,286400,0.517,0.929,7,-4.509,0,0.0558,0.00375,0.0598,0.251,0.331,149.991,4
"F.B. Piano Anime",34,235998,0.253,0.239,3,-16.741,1,0.0306,0.95,0.908,0.125,0.0599,77.321,4
"F.G. Noise;Costa Pantazis",29,220000,0.188,0.991,7,-6.503,1,0.0917,0.00161,0.875,0.575,0.178,137.991,4
"F.I.R.",50,264323.2,0.5046,0.7652,6.6,-4.5628,0.4,0.0505,0.17842,2.46e-06,0.16552,0.4062,131.489,4
"F.O.O.L",40.3636363636364,239249.454545455,0.588272727272727,0.859090909090909,6.27272727272727,-4.63963636363636,0.545454545454545,0.0404636363636364,0.0138475454545455,0.671181818181818,0.167181818181818,0.189618181818182,119.278272727273,4
"F.O.O.L;Caster",40,223326,0.418,0.918,7,-3.814,0,0.106,0.000941,0.0903,0.103,0.258,154.951,4
"F.O.O.L;Extra Terra",45,223163,0.713,0.898,11,-4.402,0,0.0358,0.00122,0.595,0.113,0.0736,114.025,4
"F.O.O.L;Holly Drummond",34,277509,0.74,0.641,5,-4.199,0,0.0336,0.0117,0.405,0.358,0.601,128.026,4
"F.O.O.L;Klasey Jones",30,188000,0.546,0.895,4,-5.241,0,0.0302,0.00109,0.744,0.0988,0.047,120.01,4
"F.O.O.L;Power Glove",56,219818,0.683,0.779,9,-6.324,1,0.0546,0.0243,0.839,0.119,0.136,103.004,4
"F.R. David",67,205901.333333333,0.595333333333333,0.802333333333333,6.66666666666667,-5.66766666666667,0.333333333333333,0.0448666666666667,0.289666666666667,1.935e-05,0.1163,0.607666666666667,123.78,4
"F.Y.P",20.3333333333333,116351,0.338333333333333,0.892,3.33333333333333,-5.93266666666667,1,0.0869666666666667,0.005199,0.00109333333333333,0.648,0.74,181.830666666667,4
"F4",45.5,275158.5,0.566,0.431,4,-9.3035,1,0.0264,0.1355,0,0.0759,0.1735,136.047,4
"Fäaschtbänkler",30.0967741935484,180588.967741935,0.758870967741936,0.637,4.96774193548387,-6.60648387096774,0.870967741935484,0.0558096774193548,0.127064838709677,0.00701291548387097,0.158716129032258,0.824806451612903,127.736935483871,3.87096774193548
"Fäaschtbänkler;Darius & Finlay",34,189219,0.616,0.829,5,-4.064,1,0.073,0.0274,0,0.876,0.5,130.006,4
"Fäaschtbänkler;DualXess",25,186576,0.7,0.862,0,-5.11,1,0.0349,0.000846,0.0108,0.107,0.539,129.993,4
"Fäaschtbänkler;Fäaschtiblech",31,158023,0.713,0.84,10,-9.861,1,0.0472,0.0971,5.5e-06,0.0433,0.924,149.978,4
"Fäaschtbänkler;Greenhorn",28,171317,0.774,0.806,8,-6.686,1,0.116,0.243,0,0.131,0.665,128.022,4
"Fäaschtbänkler;Morgen Freimann;Luke K",26,153547,0.733,0.858,0,-6.042,1,0.184,0.0688,1.5e-06,0.162,0.616,127.913,4
"Faber",40.0909090909091,234195.818181818,0.421181818181818,0.529272727272727,4.09090909090909,-10.6287272727273,0.272727272727273,0.0490272727272727,0.465209090909091,0.122554363636364,0.784363636363636,0.379536363636364,110.696727272727,3.72727272727273
"Fabian Mazur;Foramic",49,170000,0.838,0.843,9,-4.849,1,0.206,0.00447,0.000462,0.268,0.333,144.018,4
"Fabian Mazur;Jstn Dmnd",0,164800,0.596,0.938,8,-2.165,1,0.0917,0.0148,0.000448,0.329,0.286,150.056,4
"Fabian Mazur;Kazu",50,160874,0.709,0.747,10,-4.705,0,0.347,0.0172,2.06e-05,0.131,0.573,140.024,4
"Fabian Mazur;Snavs",29.25,161750,0.56625,0.8645,7.5,-5.31675,0.75,0.257425,0.0080925,0.000886,0.24125,0.2395,137.48175,4
"Fabiana Anastácio",43.3333333333333,279381.666666667,0.699,0.742666666666667,4.33333333333333,-4.32533333333333,1,0.0337,0.352266666666667,0,0.145,0.755333333333333,134,4
"Fabiana Cozza",35,264933,0.618,0.337,5,-11.873,0,0.0971,0.835,2.7e-05,0.69,0.529,135.05,4
"Fabiana Sinfrônio",45.3333333333333,233967.333333333,0.594666666666667,0.424666666666667,5,-10.44,1,0.0325,0.412733333333333,0,0.231633333333333,0.254333333333333,113.153,4
"Fabio Brazza",43,338520,0.74,0.722,4,-6.765,1,0.246,0.606,0,0.108,0.76,148.935,4
"Fabio Brazza;Atentado Napalm",46,338520,0.74,0.722,4,-6.765,1,0.246,0.606,0,0.108,0.76,148.935,4
"Fabio Brazza;Luccas Carlos;Vulto",43.5,189549,0.6985,0.654,0,-7.785,1,0.285,0.2005,0,0.08625,0.707,81.7695,4
"Fabio Brazza;Nocivo Shomon;Jhony Mc;Krawk;Max Bo;Alves;Sid",48,618000,0.739,0.571,4,-10.343,0,0.403,0.449,0,0.324,0.656,160.191,4
"Fabio Brazza;Péricles",50,230157,0.795,0.599,9,-7.001,0,0.255,0.265,0,0.0914,0.618,83.489,4
"Fabio Brazza;Vulto;Vitin",45,204000,0.488,0.589,5,-8.809,1,0.11,0.49,0,0.281,0.764,83.103,4
"Fabio Fusco;Marc Deal",0,294857,0.718,0.89,10,-6.232,0,0.414,0.00133,0.0478,0.889,0.348,137.99,4
"Fábio Jr.",43.6666666666667,242318.416666667,0.548083333333333,0.551916666666667,5.83333333333333,-9.24958333333333,1,0.0288416666666667,0.451916666666667,0.0003078075,0.422816666666667,0.398333333333333,125.323166666667,4
"Fabrice Lig",6,401269.5,0.7155,0.853,7,-9.0235,1,0.06185,0.00139,0.86,0.0833,0.4665,128.9095,4
"Fabrizio De André",0,203886.5,0.323,0.3485,9,-9.987,0.5,0.03665,0.908,0.01037,0.139,0.3235,131.1435,3.5
"Fabrizio Paterlini",44.2666666666667,149906.8,0.319533333333333,0.129944,4,-24.7483333333333,0.533333333333333,0.04186,0.982533333333333,0.9052,0.100746666666667,0.147446666666667,106.9352,3.6
