"artists","avg_popularity","avg_duration_ms","avg_danceability","avg_energy","avg_key","avg_loudness","avg_mode","avg_speechiness","avg_acousticness","avg_instrumentalness","avg_liveness","avg_valence","avg_tempo","avg_time_signature"
"9 Lazy 9",50,207004,0.74,0.466666666666667,8.33333333333333,-13.5326666666667,0.333333333333333,0.0403666666666667,0.455033333333333,0.810666666666667,0.128333333333333,0.646666666666667,109.009,4
"91 All Stars;LE RISQUE;Zokush;Daks",34,208733,0.702,0.799,6,-4.241,0,0.109,0.263,0,0.281,0.571,139.997,4
"916frosty",53.6,256426.4,0.534,0.6292,6,-7.0528,0,0.16572,0.3832,0,0.2874,0.3296,115.4898,4
"916frosty;Joey Melrose",49,248035,0.633,0.865,9,-5.819,1,0.152,0.0159,0,0.0844,0.59,160.026,4
"92914",61,348445,0.735,0.167,5,-18.467,1,0.0567,0.929,0.165,0.662,0.376,147.854,4
"9mm Parabellum Bullet",7,180999.333333333,0.367333333333333,0.938333333333333,9.88888888888889,-3.61988888888889,0,0.108444444444444,0.00116677777777778,0.0133123333333333,0.315333333333333,0.584,163.741555555556,3.88888888888889
"9smkr;Shiloh Dynasty",47,57877,0.789,0.0337,3,-13.449,1,0.0853,0.963,0.558,0.146,0.68,105.996,4
"A Banda Mais Bonita da Cidade",40.5,227853,0.374,0.16,0,-8.522,1,0.038,0.604,0,0.106,0.272,182.072,4
"a crowd of rebellion",30.5,230865.5,0.3565,0.983,3,-1.758,0.5,0.2095,0.00234605,0.31845,0.2264,0.2355,106.7445,4
"A Dama",54,112941,0.774,0.537,6,-11.277,0,0.17,0.387,0,0.306,0.759,123.448,4
"A Day To Remember",44.4347826086956,216646.217391304,0.401260869565217,0.923913043478261,5.26086956521739,-5.30204347826087,0.608695652173913,0.15265652173913,0.00643718695652174,1.29186956521739e-05,0.328508695652174,0.342669565217391,133.325652173913,4
"A Família",46.3333333333333,430697.333333333,0.798333333333333,0.811333333333333,9,-8.303,0.333333333333333,0.426,0.294733333333333,0,0.0590666666666667,0.723333333333333,100.812666666667,4
"A Feast for Kings",23,289043,0.494,0.99,1,-3.94,1,0.125,0.000583,0.0255,0.0912,0.211,115.005,4
"A Fine Frenzy",57,268800,0.549,0.24,0,-7.778,1,0.0338,0.947,0,0.106,0.167,119.58,4
"A Flock Of Seagulls",44.2857142857143,239193.857142857,0.510714285714286,0.755428571428571,3,-8.65114285714286,0.857142857142857,0.0349142857142857,0.00172157142857143,0.633714285714286,0.154542857142857,0.685142857142857,146.991,4
"A Forest Mighty Black",32.5,283093,0.6235,0.7505,3.5,-8.101,0.5,0.0313,0.1471,0.8915,0.129,0.552,101.273,4
"A Great Big World",51.6923076923077,218863.230769231,0.516923076923077,0.317230769230769,3.69230769230769,-8.81461538461538,1,0.0406,0.696184615384615,0.000553276923076923,0.103553846153846,0.271461538461538,120.083076923077,3.53846153846154
"A Great Big World;Christina Aguilera",63,237755,0.415,0.177,3.75,-8.34025,1,0.03595,0.8195,2.3175e-06,0.096775,0.117375,132.73225,3.25
"A Great Big World;Futuristic",47,216040,0.61,0.796,10,-5.431,1,0.0656,0.0365,0,0.274,0.51,159.944,4
"A Life Once Lost",23,199266,0.45,0.976,2,-3.52,1,0.101,6.65e-06,0.309,0.177,0.329,152.708,4
"A Mose",16,171702,0.701,0.739,3,-5.209,0,0.0585,0.0855,0.00369,0.0887,0.247,100.981,4
"A Mose;Marizu",17,201069,0.506,0.621,4,-9.928,0,0.0623,0.326,0.000928,0.0977,0.761,97.109,4
"A Mose;Nolly",18,145610,0.853,0.576,11,-9.167,0,0.157,0.0218,0.00219,0.0906,0.642,104.012,4
"A Mose;TBabz",20,153103,0.788,0.499,10,-9.061,0,0.185,0.205,0.0139,0.234,0.612,97.977,4
"A Niu",26,159982,0.622,0.149,0,-11.91,1,0.0425,0.913,5.01e-05,0.121,0.594,112.149,4
"A Number Of Names",12.25,296194,0.79675,0.49225,1.75,-12.02575,0.75,0.081125,0.0097975,0.5014,0.135775,0.374,133.69825,4
"A R I Z O N A",0,182667,0.691,0.539,0,-9.952,1,0.105,0.246,0.155,0.178,0.328,99.974,4
"A Rocket To The Moon",52.7777777777778,205101.666666667,0.422388888888889,0.626166666666667,5.44444444444444,-4.6945,1,0.0298055555555556,0.259016666666667,2.28611111111111e-06,0.143666666666667,0.350833333333333,150.143722222222,3.83333333333333
"A Si",52,225777,0.638,0.606,10.5,-6.4215,1,0.0378,0.4835,9.5e-05,0.0854,0.523,148.59,4
"A Si;Yoga Lin",52,246022,0.697,0.628,6,-7.194,0,0.0362,0.418,0,0.373,0.741,119.99,4
"A Skylit Drive",26,194749,0.4365,0.9535,6,-2.942,0,0.0804,0.0003245,0,0.1501,0.5185,152.018,4
"A Tribe Called Quest",67.6666666666667,231466.333333333,0.865,0.520333333333333,7.33333333333333,-10.1586666666667,0.666666666666667,0.246666666666667,0.135733333333333,0.0904263333333333,0.155966666666667,0.794666666666667,97.1116666666667,4
"A Vida Music",38.5,159197.5,0.538,0.332,2,-9.9135,1,0.04385,0.833,2.21e-06,0.1915,0.5255,113.7355,4
"A Wilhelm Scream",30.3333333333333,222418.333333333,0.311666666666667,0.959,9,-5.36266666666667,0.333333333333333,0.1243,0.00269833333333333,4.23333333333333e-06,0.331,0.2959,123.745666666667,4
"A Winged Victory for the Sullen;Adam Bryanbaum Wiltzie;Dustin O'Halloran",59,89968,0.287,0.0176,7,-26.308,0,0.047,0.988,0.908,0.104,0.17,79.592,3
"A-do",39.5,229385.5,0.6455,0.5495,4.5,-5.655,1,0.02815,0.3765,0,0.121,0.282,112.985,4
"a-ha",28.1666666666667,257831.333333333,0.506541666666667,0.709541666666667,5.45833333333333,-7.72433333333333,0.5,0.0375666666666667,0.174781666666667,0.0271765166666667,0.151679166666667,0.4085,114.983541666667,3.91666666666667
"a-ha;Kygo",18.3333333333333,226666,0.535666666666667,0.78,9,-6.008,1,0.113,0.159666666666667,0.000780333333333333,0.137,0.622,179.968666666667,4
"A-Lin",46,268592.333333333,0.379666666666667,0.422333333333333,5.44444444444444,-8.28977777777778,0.666666666666667,0.0391333333333333,0.702666666666667,9.98611111111111e-05,0.122988888888889,0.275022222222222,126.043777777778,3.88888888888889
"A-Lusion",20.5,243180.5,0.49,0.997,7,-2.413,0,0.05795,0.0667,0.4475,0.213,0.2415,150.0125,4
"A-Lusion;Scope DJ;Second Identity",19.5,253930,0.632,0.961,4.5,-6.218,0.5,0.09395,0.019265,0.1967,0.3,0.2785,151.2645,4
"A-Mei Chang",53.7142857142857,283424.714285714,0.495285714285714,0.399857142857143,7,-8.43728571428571,1,0.0309857142857143,0.621285714285714,2.6e-07,0.168757142857143,0.295,122.582142857143,4
"A. G. Cook",38,172857.666666667,0.568333333333333,0.574333333333333,5.66666666666667,-8.22233333333333,1,0.0458,0.429,0.154666666666667,0.161666666666667,0.442333333333333,113.659666666667,4
"A. G. Cook;Cecile Believe",47,169500,0.755,0.433,4,-4.703,0,0.287,0.431,0,0.0903,0.605,160.052,4
"A. Kanyakumari;Janardan Mitta",43,122640,0.273,0.08,1,-13.988,1,0.0422,0.986,0.253,0.0628,0.184,88.252,4
"A.B.I",18,199389,0.751,0.579,10,-9.701,0,0.217,0.0848,9.13e-05,0.194,0.583,155.03,4
"A.CHAL",61,165214,0.734,0.472,1,-8.192,0,0.306,0.494,0.00293,0.102,0.387,190.011,4
"A.M.C",23.7142857142857,265498.285714286,0.614,0.981142857142857,2.42857142857143,0.0171428571428571,1,0.170957142857143,0.0023905,0.688,0.421,0.311585714285714,173.706571428571,4
"A.M.C;Drumsound & Bassline Smith",21,253793,0.464,0.975,1,-1.728,1,0.0879,0.000409,0.839,0.12,0.0477,174.086,4
"A.M.C;Turno",20,318620,0.539,0.965,11,-0.778,0,0.224,0.00392,0.156,0.335,0.176,174.064,4
"A.M.R",54,237500,0.682,0.675,1,-9.887,1,0.0388,0.00292,0.849,0.0465,0.362,120.009,4
"A.M.R;Brandon Mignacca",49,236312,0.542,0.601,10,-14.681,1,0.0384,0.291,0.889,0.158,0.108,116.023,4
"A.N.I.M.A.L.",20.3333333333333,239060.333333333,0.526666666666667,0.850666666666667,2.66666666666667,-4.693,0,0.0757666666666667,0.00814666666666667,3.86333333333333e-05,0.473666666666667,0.198333333333333,106.677333333333,4
"A.N.I.M.A.L.;Chuck Jhonson and Juan Jose Burgos;Richard Kaplan",24,230725.666666667,0.517444444444444,0.943111111111111,4.66666666666667,-6.44166666666667,0.555555555555556,0.0701666666666667,0.000334177777777778,0.00152321555555556,0.272355555555556,0.414888888888889,114.302888888889,4
"A.N.I.M.A.L.;Chuck Jonhson",22.6666666666667,232795.333333333,0.497,0.888333333333333,6.66666666666667,-4.577,0.666666666666667,0.1295,0.000973666666666667,0.0420363066666667,0.2168,0.303333333333333,130.941333333333,3.66666666666667
"A.N.I.M.A.L.;Mario Altamirano and A.N.I.M.A.L.",21.5714285714286,199245.428571429,0.508857142857143,0.976571428571429,4.85714285714286,-5.52,0.571428571428571,0.0884571428571429,0.000226242857142857,0.0181766428571429,0.175828571428571,0.302714285714286,110.531714285714,4
"A.N.I.M.A.L.;Richard Kaplan",22.5,164659.75,0.53375,0.9495,5.75,-6.30775,0.75,0.1123,0.00434565,0.0007285925,0.412,0.2995,113.682,4
"A.R. Rahman",61.6666666666667,267640.444444444,0.594444444444444,0.476333333333333,2.88888888888889,-11.5003333333333,1,0.0396444444444444,0.587666666666667,0.133028755555556,0.1043,0.390111111111111,119.023666666667,4
"A.R. Rahman;A. R. Reihana;Bamba Bakya",72.5,290526,0.687,0.635,9,-9.551,0.5,0.1355,0.1195,0,0.291,0.5635,151.998,4
"A.R. Rahman;Abhay Jodhpurkar;Harini",59,275093,0.501,0.371,7,-11.093,1,0.0291,0.891,0.000114,0.101,0.286,129.871,3
"A.R. Rahman;Antara Nandy",64.6666666666667,314207,0.441,0.308,11,-10.107,0,0.0407,0.958,0.000231,0.0638,0.292,149.593,3
"A.R. Rahman;Arijit Singh",66.3333333333333,204863.333333333,0.634333333333333,0.3073,5.33333333333333,-10.4506666666667,0.333333333333333,0.0336333333333333,0.695666666666667,9.53333333333333e-07,0.0959,0.369666666666667,126.323333333333,4
"A.R. Rahman;Arijit Singh;Shashaa Tirupati",67.4,282517.8,0.5856,0.5048,3,-10.3962,1,0.04032,0.738,0,0.13516,0.3018,118.5922,4
"A.R. Rahman;Asha Bhosle;Udit Narayan;Vaishali Samant",59,334706,0.729,0.505,7,-9.236,1,0.323,0.229,0,0.0975,0.723,148.435,3
"A.R. Rahman;Badshah;Tanishk Bagchi;Shashaa Tirupati;Jubin Nautiyal",66,179657,0.721,0.65,0,-6.95,0,0.135,0.0115,0.00014,0.34,0.392,130.487,5
"A.R. Rahman;Chinmayi;Murtuza Khan;Qadir Khan",64,309355.333333333,0.744666666666667,0.734333333333333,4.33333333333333,-6.37966666666667,1,0.0372,0.277,0.000109,0.0700333333333333,0.855,144.03,4
"A.R. Rahman;Devan Ekambaram;Chinmayi",63,251973,0.731,0.901,8,-5.881,1,0.0308,0.231,0.0254,0.0577,0.944,133.039,4
"A.R. Rahman;Haricharan;Shreya Ghoshal",57,308106,0.72,0.84,2,-5.049,1,0.042,0.591,1.46e-06,0.15,0.68,85.995,4
"A.R. Rahman;Jaswinder Singh;Shiraz Uppal",69,254653,0.673,0.714,9,-8.042,1,0.039,0.111,0,0.0858,0.78,112.941,4
"A.R. Rahman;Javed Ali",70,315173,0.7,0.343,2,-10.474,1,0.0308,0.767,0,0.0789,0.488,137.864,4
"A.R. Rahman;Javed Ali;KIRTI SAGATHIA;Pooja AV",66,304466,0.72,0.621,2,-9.773,1,0.0491,0.676,0,0.0679,0.566,114.987,4
"A.R. Rahman;Javed Ali;Mohit Chauhan",69,470500,0.362,0.378,1,-11.008,1,0.0329,0.679,0,0.091,0.575,87.549,4
"A.R. Rahman;Jonita Gandhi",61,205759,0.568,0.886,6,-7.983,0,0.081,0.0123,3.4e-05,0.361,0.846,160.054,4
"A.R. Rahman;Karthik",64,366506,0.674,0.663,5,-8.886,1,0.0619,0.3,2.96e-06,0.101,0.287,92.997,4
"A.R. Rahman;Lata Mangeshkar",58,396506,0.601,0.441,4,-8.946,1,0.0285,0.645,1.08e-06,0.0986,0.202,103.862,4
"A.R. Rahman;Leon D'souza;Suzanne D'Mello",60,331400,0.571,0.802,7,-7.201,1,0.0391,0.28,6.43e-05,0.0497,0.596,85.97,4
"A.R. Rahman;Madhushree",79,245365,0.715,0.654,2,-7.266,1,0.336,0.196,0.000117,0.0667,0.762,175.589,3
"A.R. Rahman;Madhushree;Hentry Kuruvila",59,387200,0.572,0.66,5,-7.422,1,0.0351,0.126,0.000238,0.131,0.585,179.983,4
"A.R. Rahman;Mohit Chauhan",60,384000,0.507,0.741,6,-7.456,0,0.0535,0.414,3.95e-06,0.107,0.492,132.903,4
"A.R. Rahman;Naresh Iyer",58,269666.5,0.6755,0.642,7.5,-8.891,0.5,0.0366,0.458,1.273e-05,0.0997,0.5825,116.9985,4
"A.R. Rahman;NJ;Neeraj Madhav",56,122175,0.452,0.868,1,-6.03,1,0.248,0.234,0,0.0783,0.512,196.512,3
"A.R. Rahman;Rabbi Shergil;Gulzar",59,320417,0.776,0.795,0,-5.454,1,0.0485,0.121,0,0.138,0.569,117.989,4
"A.R. Rahman;Rakshita Suresh",65.3333333333333,134204,0.697,0.271,0,-11.507,1,0.093,0.923,0,0.101,0.773,119.835,4
"A.R. Rahman;Rama Priya Yegasivanathan",42,303000,0.401,0.272,7,-11.872,0,0.0498,0.311,1.18e-06,0.147,0.0927,179.887,3
"A.R. Rahman;Rashid Ali;Neeti Mohan",61,235973,0.666,0.439,4,-11.383,1,0.027,0.287,0.00417,0.121,0.417,87.997,4
"A.R. Rahman;S. P. Balasubrahmanyam;K. S. Chithra",63,320013,0.64,0.295,5,-16.357,1,0.0397,0.425,2.05e-06,0.0804,0.107,121.903,4
"A.R. Rahman;Sam Vishal;Rakshita Suresh",57,294298,0.741,0.468,7,-10.198,1,0.0326,0.712,0.00364,0.116,0.547,119.947,4
"A.R. Rahman;Sanah Moidutty",57,238688,0.499,0.541,11,-10.463,1,0.0448,0.744,0.00167,0.0579,0.381,81.198,4
"A.R. Rahman;Sarthak Kalyani;Mira Sengupta",56,220923,0.681,0.484,9,-9.924,1,0.0403,0.623,0,0.107,0.413,144.843,4
"A.R. Rahman;Sathyaprakash;VM Mahalingam;Nakul Abhyankar",69,219638,0.76,0.651,5,-9.997,0,0.173,0.308,0,0.177,0.714,99.955,4
"A.R. Rahman;Shreya Ghoshal",68.3333333333333,272252,0.673,0.669,3.66666666666667,-7.76166666666667,0.333333333333333,0.1076,0.361333333333333,1.09333333333333e-05,0.0588,0.629666666666667,139.996333333333,4
"A.R. Rahman;Shreya Ghoshal;Mohit Chauhan;Gulzar",59,326112,0.543,0.665,9,-8.295,1,0.0623,0.505,6.41e-06,0.144,0.495,81.97,4
"A.R. Rahman;Shreya Ghoshal;Palakad Sreeram;Mahesh Vinayakram",64,289942,0.546,0.786,4,-9.486,1,0.212,0.349,1.35e-06,0.109,0.434,99.798,3
"A.R. Rahman;Shreya Ghoshal;Sarthak Kalyani",65,236955,0.596,0.307,2,-11.604,1,0.0405,0.816,0,0.133,0.397,143.979,3
"A.R. Rahman;Shreya Ghoshal;Uday Mazumdar",57,329600,0.879,0.487,0,-9.441,1,0.148,0.337,0.000284,0.0706,0.338,116.991,4
"A.R. Rahman;Sid Sriram;Aaryan Dinesh Kanagaratnam",62,268055,0.582,0.748,9,-6.029,0,0.0349,0.108,0,0.0909,0.148,98.228,3
"A.R. Rahman;Sid Sriram;Issrath Quadhri",61,352613,0.45,0.686,0,-4.111,1,0.0361,0.126,0,0.147,0.208,78.973,4
"A.R. Rahman;Sid Sriram;Sunitha Sarathy",68,352710,0.261,0.603,0,-6.733,1,0.0367,0.558,0,0.184,0.207,158.125,4
"A.R. Rahman;Silambarasan TR;Rakshita Suresh",64.6666666666667,293697.333333333,0.718333333333333,0.466666666666667,7,-10.31,1,0.0327666666666667,0.689,0.00214,0.119,0.560333333333333,119.954666666667,4
"A.R. Rahman;Sonu Nigam;Gulzar",59,357433,0.462,0.457,1,-15.251,0,0.106,0.186,0,0.334,0.535,175.94,4
"A.R. Rahman;Srinidhi Venkatesh",57,206250,0.598,0.887,9,-6.992,1,0.0802,0.0284,5.84e-06,0.166,0.704,159.977,4
"A.R. Rahman;Srinivas",60,312453,0.708,0.325,2,-11.414,1,0.0369,0.819,1.42e-06,0.0827,0.567,137.814,4
"A.R. Rahman;Sunitha Sarathy;Pop Shalini",58,273426,0.628,0.787,10,-8.623,0,0.0329,0.0106,0.000626,0.159,0.326,135.976,4
"A.R. Rahman;Suresh Peters;Swarnalatha",59,312839,0.795,0.842,0,-5.208,1,0.166,0.0534,0.0044,0.0402,0.776,95.027,4
"A.R. Rahman;Thamarai",68,258319,0.662,0.394,2,-14.407,1,0.0361,0.789,0.124,0.111,0.326,119.938,4
"A.R. Rahman;Vagu Mazan;Thoughtsfornow",68,259139,0.722,0.847,6,-8.6125,0,0.0396,0.1085,7.81e-05,0.09285,0.56,110.9655,4
"A.R. Rahman;Vijay Prakash;Shweta Mohan",64,313533,0.647,0.389,5,-10.35,1,0.0336,0.509,7.8e-06,0.103,0.436,134.976,3
"A.R. Rahman;Vijay Prakash;Suzanne D'Mello;Blaaze",59.5,329933,0.5965,0.803,7,-6.48,1,0.04165,0.233,0.00173,0.0439,0.7025,86.0185,4
"A.R. Rahman;Yogi Sekar",65.3333333333333,273228,0.828,0.707,8,-9.517,1,0.362,0.303,0,0.0646,0.441,141.096,3
"A.Skillz",10.5,235729.5,0.7555,0.867,6,-4.8225,0.5,0.4055,0.011735,0.002367665,0.19295,0.5935,119.005,4
"A.Skillz;Krafty Kuts",14.5,87553,0.7755,0.6795,6.5,-8.21,0.5,0.328,0.11512,0.384425,0.0879,0.8685,141.4425,4
"A.Skillz;Krafty Kuts;Ashley Slater",14,401493,0.814,0.839,10,-6.935,0,0.139,0.0179,0.168,0.0889,0.879,96.014,4
"A.Skillz;Krafty Kuts;Beadyman;Beardyman",13,311386,0.729,0.944,6,-5.534,0,0.0994,0.0133,0.00102,0.0482,0.708,110.083,4
"A.Skillz;Krafty Kuts;Cathy Burton",10,350066,0.641,0.607,8,-7.785,1,0.0593,0.307,0.761,0.0991,0.356,170.018,4
"A.Skillz;Krafty Kuts;Dr. Luke",14.5,269479.5,0.7945,0.896,4,-6.9315,1,0.0702,0.0452,0.2757,0.203,0.8935,109.451,4
"A.Skillz;Krafty Kuts;Obi;Real Elements",12,247640,0.806,0.678,10,-7.359,0,0.194,0.0226,0,0.0544,0.908,94.004,4
"A.Skillz;Kymberley Kennedy",14,257454,0.817,0.837,4,-1.916,0,0.0667,0.139,0.173,0.17,0.9,110.042,4
"A.Skillz;Nick Thayer",13,244571,0.691,0.98,6,-3.993,1,0.212,0.00191,0.0509,0.432,0.32,104.969,4
"A*S*Y*S",41,402461,0.779,0.976,0,-6.785,1,0.0495,0.0979,0.878,0.0971,0.0301,130.008,4
"A*S*Y*S;Kai Tracid",56,407819,0.705,0.957,11,-6.026,1,0.0406,0.00947,0.835,0.125,0.0615,133.007,4
"A*S*Y*S;Kai Tracid;Tom Wax",45,397272,0.7,0.917,2,-7.002,1,0.0539,0.0196,0.844,0.0922,0.0523,132.019,4
"A$AP Rocky;Skepta",82,205040,0.854,0.569,5,-8.151,0,0.106,0.0609,0.0816,0.1,0.294,80.015,4
"A1 x J1",71,158117,0.716,0.513,5,-10.159,0,0.223,0.085,0,0.12,0.8,141.894,4
"A1 x J1;Aitch",65,158000,0.654,0.491,10,-11.715,0,0.252,0.0809,0,0.369,0.807,142.037,4
"A1 x J1;Deno",58,183428,0.683,0.572,2,-8.808,1,0.09,0.0797,0,0.357,0.616,140.185,4
"A1 x J1;Nemzzz",47.5,138607.5,0.754,0.7485,7,-5.568,1,0.2695,0.182,0,0.4805,0.961,141.9785,4
"A1 x J1;Tion Wayne",75,175774,0.706,0.552,5,-9.479,0,0.0833,0.235,0,0.144,0.835,142.037,4
"AA Apres-Ski!",29,198946,0.657,0.9555,6,-4.978,1,0.0434,0.08493,1.3e-05,0.2125,0.7585,133.984,4
"Aadesh Goud",42,164571,0.473,0.376,4,-12.807,1,0.0377,0.878,0.00405,0.333,0.179,139.957,4
"Aamir Khan",40,210023,0.522,0.661,1,-3.098,0,0.0369,0.466,0,0.0802,0.329,80.577,4
"Aamir Khan;6n",51,235128,0.665,0.854,0,-4.916,1,0.104,0.731,0,0.155,0.48,72.457,4
"Aaren Hughes",62,132681,0.533,0.027,8,-29.485,1,0.0554,0.996,0.876,0.103,0.147,52.556,4
"Aaron Carl",7.9,281134.5,0.8151,0.5225,5,-11.5939,0.6,0.11611,0.0209613,0.644092,0.18415,0.6348,132.2619,4
"Aaron Espe",62,165915.333333333,0.756666666666667,0.323666666666667,3,-11.655,0.666666666666667,0.0312333333333333,0.843,0.0134041333333333,0.110666666666667,0.440333333333333,112.003,3.66666666666667
"Aaron Karo",20,135168,0.489,0.748,7,-15.356,0,0.922,0.913,0,0.933,0.352,76.382,3
"Aaron Keyes",44,157033,0.5685,0.324,8,-12.1675,1,0.02825,0.615,5.5e-06,0.15,0.2275,115.999,4
"Aaron Kwok",19.75,243076.375,0.554375,0.415125,8.625,-10.6265,0.75,0.0333125,0.5389,1.867875e-05,0.1772125,0.298825,111.633125,3.875
"Aaron Kwok;Beta Soul",21.5,244286.5,0.6445,0.619,3,-6.9625,1,0.02585,0.2766,0.000992,0.112,0.385,95.5255,3.5
"Aaron Kwok;Frankie",24,246960,0.773,0.869,1,-6.239,1,0.0689,0.0617,5.41e-05,0.102,0.426,110.23,4
"Aaron Kwok;Kaiel Chen;Zhang Yong Fu and Eric Chen",23,241720,0.712,0.82,3,-6.535,0,0.043,0.317,0.00119,0.144,0.407,120.026,4
"Aaron Shirk;Aaron Trinh",40,278192,0.503,0.581,9,-7.596,1,0.0346,0.155,0.00137,0.175,0.262,140.063,4
"Aaron Shust",47.5,272366.25,0.45125,0.6305,4.25,-5.429,1,0.037125,0.0895125,0,0.213625,0.32275,129.54775,3.75
"Aaron Smith",15,420008,0.803,0.956,7,-5.975,0,0.0596,0.00188,0.893,0.204,0.478,123.01,4
"Aaron Smith;Alicia Campbell",22,414952,0.752,0.5715,0.5,-7.8915,1,0.07015,0.12125,0.415195,0.09235,0.458,126.4965,4
"Aaron Smith;Bayete",16,265411,0.563,0.644,1,-5.678,0,0.0266,0.0402,0.0121,0.14,0.393,169.999,4
"Aaron Smith;BOXINBOX;Luvli",31,216000,0.757,0.723,1,-7.632,1,0.034,0.0407,1.67e-06,0.111,0.594,100.039,4
"Aaron Smith;Danny Avila;Jumpa;Luvli",35,193024,0.686,0.875,1,-3.705,0,0.0784,0.0327,0.000118,0.279,0.499,125.001,4
"Aaron Smith;DJ PP;Luvli",13,388149,0.828,0.694,8,-11.309,0,0.0413,0.00216,0.877,0.0497,0.237,125.001,4
"Aaron Smith;Hannah Streeter;Horacio Payan",27,320952,0.868,0.492,9,-8.237,0,0.0545,0.00084,0.754,0.112,0.519,126.003,4
"Aaron Smith;Krono;Luvli",68.3333333333333,222697.333333333,0.736666666666667,0.749666666666667,8.66666666666667,-6.67866666666667,0.333333333333333,0.0303,0.06979,0.0003074,0.216533333333333,0.4,119.929,4
"Aaron Smith;Lauren Ritchie",17,384129,0.748,0.6195,8.5,-5.8305,1,0.0665,0.00979,0.0323885,0.0586,0.7755,126.99,4
"Aaron Smith;Luvli",27.75,377404,0.704,0.8465,4.75,-4.551,0.5,0.106725,0.045753575,0.063075,0.087075,0.45575,128.277,4
"Aaron Smith;Luvli;Krono",76,256000,0.751,0.727,10,-9.789,0,0.0304,0.0442,0.0338,0.1,0.28,119.982,4
"Aaron Smith;Luvli;Patrick Hagenaar",21,266666,0.626,0.856,5,-4.634,0,0.0678,0.0299,0.0145,0.648,0.386,126.047,4
"Aaron Smith;Luvli;Philip George",22,421933,0.711,0.551,10,-11.345,0,0.0515,0.0025,0.00089,0.0541,0.634,124.001,4
"Aaron Smith;Malik Hart",18,422853.25,0.715,0.751,4.25,-5.01475,0.5,0.1423,0.0650975,0.062485,0.291875,0.61125,125.00125,4
"Aaron Smith;Monica Villacci",14,374806,0.8255,0.547,5,-6.3315,0.5,0.05235,0.017445,0.404,0.07005,0.7135,126.9995,4
"Aaron Tveit",21,224360,0.309,0.781,7,-6.685,1,0.166,0.197,0,0.919,0.622,156.62,4
"Aaron Tveit;Eddie Redmayne;Students;Les Misérables Cast",55,123160,0.385,0.393,0,-10.326,1,0.0385,0.891,0,0.104,0.541,78.843,4
"Aaron Tveit;Joe Iconis;Joe Iconis & Family",20,276721,0.713,0.532,2,-7.177,1,0.0351,0.455,0,0.107,0.404,121.98,4
"Aaron Watson",41,265266,0.546,0.383,9,-8.18,1,0.032,0.403,0,0.0924,0.372,113.673,3
"Aaron Wilburn",24,66333,0.461,0.941,5,-11.75,1,0.896,0.718,0,0.967,0.2,79.891,5
"Aaryan Shah",57.875,202489.625,0.568125,0.53,4.5,-9.063375,0.125,0.064325,0.50075,0.0969211625,0.1837875,0.3059625,105.185875,4
"Aaryan Shah;Zacari",55,222482,0.502,0.543,9,-10.493,0,0.145,0.411,0.0126,0.376,0.202,103.05,4
"Aastha Gill;Sachin Sanghvi;Jigar Saraiya;Divya Kumar",65,187982,0.825,0.666,4,-4.847,0,0.0554,0.143,2.81e-06,0.237,0.763,96.987,4
"Aazar;French Montana;Mariah Angeliq;ZAAC;Dany Synthé",56,165818,0.691,0.801,11,-4.172,0,0.0623,0.231,1.63e-06,0.537,0.594,109.99,4
"Aazar;Swae Lee;Tove Lo",49,165600,0.694,0.717,5,-5.468,0,0.0467,0.0674,0,0.143,0.306,100.063,4
"Ababeel",26.5,460815.5,0.411,0.3425,4,-8.175,0.5,0.03025,0.8395,0,0.4535,0.246,113.024,2
"Abandoned",38,325761,0.486,0.677,9,-5.488,0,0.0466,0.0658,0.00108,0.102,0.0766,139.983,4
"Abandoned;DNAKM",30,257604,0.416,0.483,2,-8.495,1,0.0427,0.734,0.00441,0.353,0.124,149.871,4
"Abandoned;GalaxyTones;DNAKM",39,200624,0.528,0.706,11,-7.784,0,0.0521,0.519,0.0967,0.139,0.245,127.934,4
"Abandoned;Nilka",46,216091,0.482,0.662,3,-6.08,0,0.0521,0.279,0,0.121,0.182,145.078,4
"Abandoned;Nytrix;DVRKCLOUD",39,267433,0.315,0.777,4,-5.374,0,0.0527,0.203,0.000508,0.125,0.0848,139.995,4
"Abandoned;Shiah Maisel",32,180436,0.425,0.743,5,-5.478,1,0.0633,0.245,1.71e-06,0.162,0.385,171.94,4
"Abayomy Afrobeat Orquestra",19.6666666666667,407036.666666667,0.612333333333333,0.858,2.66666666666667,-6.95066666666667,0.666666666666667,0.0654,0.0807333333333333,0.255743333333333,0.159833333333333,0.757,115.487666666667,4
"Abayomy Afrobeat Orquestra;Orlando Julius",21,267091,0.613,0.9,5,-8.293,1,0.0507,0.00838,0.253,0.0641,0.664,121.032,4
"Abayomy Afrobeat Orquestra;Otto",20,256000,0.697,0.878,9,-7.686,0,0.0601,0.0557,0.000552,0.0918,0.751,102.012,4
"ABBA",37.1408450704225,232635.873239437,0.58174647887324,0.559521126760563,6.50704225352113,-9.36246478873239,0.915492957746479,0.0339971830985916,0.475150704225352,0.00183218549295775,0.212853521126761,0.622169014084507,110.620183098592,3.95774647887324
"Abbath",16,276944,0.467,0.969,1,-6.543,1,0.0836,2.67e-06,0.654,0.148,0.247,109,4
"Abby Cates",58,180428,0.675,0.316,11,-13.154,1,0.0711,0.599,0,0.107,0.512,139.975,4
